SMILES,logBCF
CC(C)c1ccc2ccccc2c1,4.11
Cc1c(Cl)c(Br)c(Br)c(Br)c1Br,3.98
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,3.95
Cc1cc(Cl)c(Cl)cc1Cl,3.68
Clc1ccc2oc3ccc(Cl)cc3c2c1,3.66
CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,3.65
CC1CC(C)CC(C)(C)C1,3.65
c1ccc(-c2cccc3ccccc23)cc1,3.51
CC(C)C1CCC(C(C)C)CC1,3.5
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,3.48
Clc1cc2ccccc2c2ccccc12,3.46
C=CCCC(CC)CCCC,3.43
Clc1ccc2c(c1)oc1cc(Cl)c(Cl)c(Cl)c12,3.41
C=CCCCCCCCCCC,3.4
Nc1ccc(Cc2ccc(N)c(Cl)c2Cl)c(Cl)c1Cl,3.38
CC(C)CC1CC(C)CCC1C,3.37
CC1CC(C)CC(C)C1,3.34
CCCCCCCC(C)C(C)(C)C,3.34
Cc1ccc(C)c(Cc2ccccc2)c1,3.32
CCCCCCC(CC)CC,3.32
c1ccc(Nc2cccc3ccccc23)cc1,3.32
Clc1cc(Cl)cc(Cl)c1,3.31
CC(C)CC1CCCCC1,3.3
CC(=CC(C)(C)C)CC(C)(C)C,3.29
CC(=CC(C)C)CC(C)C,3.29
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,3.26
C=CCCCCCCCC,3.22
c1ccc2c(c1)oc1ccccc12,3.19
C=CCCCCCCC,3.18
CCCCC(C)CCCC(C)C,3.18
Brc1ccc(Br)c(Br)c1Br,3.18
Cc1cccc2c1ccc1ccccc12,3.18
CCCCC(CC)CN1C(=O)C2C(C1=O)C1(C(C)C)C=CC2(C)CC1,3.16
CC(C)c1cccc(C(C)C)c1,3.16
CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,3.14
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,3.13
CC1CCC(C)c2ccccc21,3.12
Clc1cc(Cl)c(Cl)c(Cl)c1,3.12
Clc1cc2c(oc3c(Cl)cccc32)c(Cl)c1Cl,3.11
c1ccc(-c2ccccc2-c2ccccc2)cc1,3.11
OCc1cc(Cl)cc(Cl)c1Cl,3.09
CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,3.03
Clc1ccc2c(c1)oc1c(Cl)cccc12,3.01
c1ccc(Cc2ccccc2)cc1,3
Cc1ccc2cc(C)c(C)cc2c1,3
C=C1C2CCC(C2)C1(C)C,2.97
CC(C)COc1ccc2ccccc2c1,2.93
C=C(C)c1ccc(Cl)cc1,2.91
C1CCC2CCCC2C1,2.91
Clc1cc2c(cc1Cl)Oc1ccccc1O2,2.88
CC1C=CCC(C)(C)C1,2.87
Cc1ccc(C)c(C)c1C,2.82
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,2.8
Brc1cccc(Br)c1,2.78
Cc1cccc(C(C)C)c1,2.77
COP(=O)(OC)Oc1ccccc1,2.76
CCc1ccc(CC)cc1,2.73
Cc1ccc2ccc3cccc4ccc1c2c34,2.73
CC(C)CCCCCCCCCCO,2.73
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,2.73
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.73
O=C(Cc1ccccc1)N=C(NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F,2.72
CCc1cc2ccccc2c2ccccc12,2.71
Cc1cc2ccccc2cc1C,2.71
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,2.69
c1ccc2c(c1)Nc1ccccc1S2,2.67
Clc1cccc(-c2cccc(Cl)c2)c1,2.63
CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,2.63
Cc1cc(C2CC2)nc(Nc2ccccc2)n1,2.59
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,2.59
Cc1cc2ccccc2c2ccccc12,2.56
CCC(C)c1cccc(C(C)CC)c1O,2.55
Clc1cccc(Cl)c1,2.54
c1ccc(COCc2ccccc2)cc1,2.52
CC(C)CCCCCCCO,2.51
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,2.48
c1ccc2c(c1)CCCC2,2.47
CC12CCC(C(=Cc3ccccc3)C1=O)C2(C)C,2.44
O=C1c2ccccc2C(=O)c2c(Cl)cccc21,2.42
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,2.41
c1ccc2c(c1)c1ccccc1c1ccccc21,2.41
Cc1ccc2cc3ccccc3cc2c1,2.41
c1ccc2nc3ccccc3cc2c1,2.4
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,2.38
CCNc1cccc2ccccc12,2.37
O=C1c2ccccc2C(=O)c2c(O)cccc21,2.37
Nc1cc(Cl)c(Cl)c(Cl)c1,2.36
O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,2.34
Nc1cc(Cl)c(Cl)cc1Cl,2.33
Cc1cccc(C)c1C,2.32
FC(F)(F)c1cccc(Cl)c1,2.32
COc1cccc2ccccc12,2.31
Brc1ccc(Br)cc1,2.29
Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,2.29
COP(=S)(OC)Oc1ccc(SC)c(C)c1,2.26
Cc1ccc(C)c(C)c1,2.26
c1ccc2c(c1)ccc1c3ccccc3ccc21,2.24
CCCCOC(=O)c1ccccc1C(=O)OCCCC,2.23
CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,2.2
CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,2.12
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,2.1
Nc1c(Cl)cc(Cl)cc1Cl,2.08
Nc1cccc2c1C(=O)c1ccccc1C2=O,2.08
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,2.06
CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,2.02
O=C1c2ccccc2C(=O)c2ccccc21,2
Nc1c(Oc2ccc(Br)cc2)cc(O)c2c1C(=O)c1ccccc1C2=O,1.99
CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,1.97
C=C(C)c1ccccc1,1.97
CSc1nc(NC(C)C)nc(NC(C)C)n1,1.93
COc1cc(Cl)c(Cl)cc1O,1.92
Oc1cc(Cl)cc(Cl)c1,1.92
Cc1ccccc1Cl,1.91
CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,1.9
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1.89
OC(c1ccccc1)c1ccc(Cl)cc1,1.84
N#CSCSc1nc2ccccc2s1,1.82
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,1.81
Oc1ccc(Cl)c(Cl)c1,1.81
CC(C)(C)c1ccc(O)cc1,1.75
CN(C)C1CSSC1,1.73
FC(F)(F)c1ccccc1,1.69
ClCC(Cl)(Cl)CCl,1.63
FC(F)(Cl)C(F)(Cl)Cl,1.62
Cc1cc(-c2ccc(N)c(C)c2)ccc1N,1.6
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,1.59
O=C1c2ccccc2C(=O)c2c1ccc1ccccc21,1.57
CCNc1nc(NC(C)C)nc(SC)n1,1.52
CC1(O)CC2CCC1(C)C2(C)C,1.48
N#Cc1cc(I)c(O)c(I)c1,1.46
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,1.43
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1.39
Oc1cccc(Cl)c1Cl,1.32
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1.25
CCCCN(CCCC)CCCC,1.2
Cc1ccc(O)c(C)c1,1.18
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,1.15
ClCC(Br)CBr,1.15
S=C(SSSSC(=S)N1CCCCC1)N1CCCCC1,1.12
CCNc1nc(Cl)nc(NCC)n1,1.11
Oc1ccccc1Cl,1.06
Cc1cccc(O)c1,1.03
Oc1c(Cl)cc(Cl)c2ccccc12,1.02
Oc1cccc(Br)c1,1.02
CC(C)OP(=O)(OC(C)C)SCc1ccccc1,1
O=C(O)c1ccc(Cl)cc1,1
CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,0.94
CC1CCC(C(C)C)C(O)C1,0.89
CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,0.87
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,0.86
CCNc1nc(Cl)nc(NC(C)(C)C)n1,0.85
N#Cc1cc(Br)c(O)c(Br)c1,0.84
CNc1ccccc1C,0.84
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,0.81
Cc1cc(=O)n(-c2cc(Cl)c(S(=O)(=O)O)cc2Cl)[nH]1,0.8
CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,0.78
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,0.78
BrC(Br)C(Br)Br,0.77
O=C(Nc1ccccc1)c1cc2ccccc2cc1O,0.7
Brc1c(Br)c(Br)c(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.67
S=C(NC1CCCCC1)NC1CCCCC1,0.65
CC(N)c1ccccc1,0.64
CCC(C)c1ccc(OCC(O)CO)cc1,0.63
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,0.6
C=CC(Cl)CCl,0.6
O=C1CCCCC1C1=CCCCC1,0.59
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0.58
CC(Cl)CCl,0.57
CCNc1nc(Cl)nc(NC(C)C)n1,0.56
CN(C)C(=S)SSC(=S)N(C)C,0.54
CCOc1ccc(N)cc1,0.52
CCCCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,0.52
CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,0.51
Cc1ccc(C)c(N)c1,0.49
COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,0.48
Cc1cc(Cl)ccc1OC(C)C(=O)O,0.48
OCc1ccc(Cl)c(Cl)c1,0.47
CCC(C)c1ccccc1OC(=O)NC,0.46
O=C1C(=C2Nc3ccccc3C2=O)Nc2ccccc21,0.46
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,0.46
CC(O)COCC(C)O,0.45
O=C(ON=C1C=CC(=NOC(=O)c2ccccc2)C=C1)c1ccccc1,0.43
O=C(O)C(Br)C(Br)C(=O)O,0.43
CCNc1ccc(C)cc1,0.43
N#Cc1cccc(C#N)c1,0.4
OCc1c(Cl)cccc1Cl,0.39
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,0.38
O=C(O)c1ccc(C(=O)O)nc1,0.36
CC(Cc1ccc(C(C)(C)C)cc1)C(=O)O,0.35
O=C(O)c1cc2ccccc2cc1O,0.32
CCNc1nc(NCC)nc(SC)n1,0.31
Nc1cccc(Cl)c1,0.31
CNC(=O)ON=C(SC)C(=O)N(C)C,0.3
CNC(=O)Oc1cc(C)cc(C)c1,0.3
CC(C)(O)C(Cl)(Cl)Cl,0.3
O=NN(O)C1CCCCC1,0.29
Nc1cccc2c(N)cccc12,0.27
OCC(O)c1ccccc1Cl,0.25
CC(C)CN1CCOCC1,0.21
CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,0.2
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,0.2
COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,0.18
Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1,0.16
O=C1CCCCCCCCCCCN1,0.16
COP(=S)(OC)Oc1ccc(S(C)=O)c(C)c1,0.14
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,0.11
O=C(O)Cc1cccc2ccccc12,0.11
CS(C)=O,0.1
CC(C)(C)C(=O)O,0.1
COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,0.09
C(=NC1CCCCC1)=NC1CCCCC1,0.09
O=C(O)c1c(Cl)ccc(Cl)c1Cl,0.07
O=C(O)c1nc(Cl)ccc1Cl,0
CNC(=O)Oc1cccc(N=CN(C)C)c1,0
c1ccc2cc(SSc3ccc4ccccc4c3)ccc2c1,0
Nc1nc(N)nc(NC2CC2)n1,0
Cc1cc(Cl)ccc1OCC(=O)O,0
C1COCCN1,-0.02
Nc1nnc[nH]1,-0.02
O=[PH](O)c1ccccc1,-0.07
C=CCOP(=O)(OCC=C)OCC=C,-0.09
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,-0.1
O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,-0.1
COP(=O)(OC)OC=C(Cl)Cl,-0.2
O=C(O)c1ccc(Cl)c2c(Cl)ccc(C(=O)O)c12,-0.2
O=C(O)c1c(Cl)cccc1Cl,-0.22
CNc1ccc(C(=O)O)cc1,-0.25
CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C,-0.25
S=C1NCCN1,-0.29
O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,-0.4
O=C(O)COc1ccc(Cl)cc1Cl,-0.5
COCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,-1
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,5.93
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,5.92
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,5.88
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,5.81
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,5.71
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,5.43
Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,5.43
Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,5.31
Clc1ccc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1,5.27
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,5.26
Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,5.26
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1,5.19
Clc1cccc(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,5.15
Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,5.08
Clc1ccc(-c2c(Cl)cccc2Cl)cc1,5.08
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,4.88
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,4.86
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,4.78
Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,4.69
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1,4.6
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1,4.58
ClC1(Cl)C2(Cl)C3C4(Cl)C1(Cl)C1(Cl)C4(Cl)C(Cl)(Cl)C3(Cl)C21Cl,4.55
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,4.48
Clc1ccc(-c2cccc(Cl)c2Cl)cc1,4.47
Clc1ccc(-c2ccccc2Cl)c(Cl)c1,4.37
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,4.18
Clc1ccc(-c2ccccc2)c(Cl)c1Cl,4.08
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,4.04
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.02
Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1,3.93
ClC1=C(Cl)C2(Cl)C3CC(Cl)(Cl)CC3C1(Cl)C2(Cl)Cl,3.89
Clc1cc(Cl)c(-c2ccccc2Cl)c(Cl)c1,3.88
ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.83
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.82
Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,3.75
Clc1ccc(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,3.72
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,3.71
Clc1ccc(-c2ccccc2Cl)cc1,3.69
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,3.65
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,3.64
Clc1cc(Cl)c(Oc2ccccc2)cc1Cl,3.64
Cc1c(Cl)c(Cl)c(C)c(Cl)c1Cl,3.61
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],3.56
CC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)C)c1,3.54
ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.44
COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],3.44
FC(F)(F)c1ccc(Cl)cc1Cl,3.43
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,3.36
CC(C)=CC(C)(C)CC(C)(C)C,3.36
COc1cc(Cl)c(Cl)c(Cl)c1Cl,3.35
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,3.24
Clc1cc2c(c(Cl)c1Cl)Oc1cc(Cl)c(Cl)c(Cl)c1O2,3.23
c1ccc2c(c1)sc1ccccc12,3.22
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,3.22
CC(C)c1ccc(C(C)C)cc1,3.2
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,3.17
O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,3.15
c1ccc(-c2ccc(Oc3ccc(-c4ccccc4)cc3)cc2)cc1,3.14
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,3.12
Brc1ccccc1Br,3.1
Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,3.07
CCCCCCCCCCCCCCCCO,3.04
CC(C)(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,3.03
CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,3.01
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,2.91
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,2.9
c1ccc(-c2ccccc2)cc1,2.9
CCCCCCCCCCCCCCCC(=O)O,2.85
O[Si](c1ccccc1)(c1ccccc1)c1ccccc1,2.79
COc1cc(Cl)c(Cl)cc1Cl,2.78
CCc1cccc(CC)c1,2.76
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,2.76
CCCCCCCc1ccc(O)cc1,2.75
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,2.63
CC1C=CC2CC1C2(C)C,2.61
COc1c(Cl)ccc(Cl)c1Cl,2.53
Cc1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,2.52
CC(C)c1cccc2ccccc12,2.5
CCc1c(Br)c(Br)c(Br)c(Br)c1Br,2.45
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,2.43
CCCCCCCCCCCC(=O)O,2.41
CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,2.4
Cc1cccc2ccccc12,2.33
Cc1cccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)c1,2.31
Nc1ccc(Cl)c(Cl)c1Cl,2.31
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,2.3
COc1ccc(Cl)c(Cl)c1Cl,2.28
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,2.25
CC(C)c1cc2c(cc1Cl)C1(C)CCCC(C)(C(=O)O)C1CC2,2.22
O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,2.19
CC(C)c1ccc([N+](=O)[O-])cc1,2.18
COc1cc(Cl)c(Cl)c(Cl)c1O,2.13
CC(=O)c1c(O)cc(C)oc1=O,2.12
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,1.98
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,1.91
Cc1sc(=O)c(-c2ccccc2)c(O)c1C(=O)O,1.89
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,1.83
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,1.83
ClC(Cl)C(Cl)(Cl)Cl,1.81
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1S(=O)(=O)O,1.78
CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,1.75
ClC(Cl)=C(Cl)Cl,1.74
Oc1ccc(O)cc1,1.57
CC(C)c1ccc2c(c1Cl)CCC1C(C)(C(=O)O)CCCC21C,1.57
Oc1ccc(Br)cc1,1.56
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,1.55
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,1.53
CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1,1.45
Cc1ccccc1[N+](=O)[O-],1.44
CCOP(=O)(Sc1ccccc1)Sc1ccccc1,1.41
CON(C)C(=O)Nc1ccc(Cl)cc1,1.41
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,1.39
CCC(C)c1ccc(O)cc1,1.39
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,1.33
O=c1ccc2ccccc2o1,1.31
CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,1.3
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,1.3
OCc1cccc(Cl)c1,1.3
COP1(=S)OCc2ccccc2O1,1.29
CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCCCCCCCCCCCCC,1.24
O=C(O)c1ccc(Br)cc1,1.2
C=CC#N,1.14
O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,1.1
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],0.97
Cc1ccc(O)cc1[N+](=O)[O-],0.96
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.9
O=[N+]([O-])c1ccccc1,0.86
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,0.84
CC(C)[N+](=O)[O-],0.81
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,0.78
CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,0.76
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,0.74
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.67
COc1nn(CSP(=S)(OC)OC)c(=O)s1,0.61
Cc1ccccc1N,0.54
CCCCOCCN1C(=N)c2c(N)c3c(c(N)c2C1O)C(=O)c1ccccc1C3=O,0.51
Cc1[nH]n(-c2ccccc2)c(=O)c1N=Nc1ccc(-c2ccc(N=Nc3c(C)[nH]n(-c4ccccc4)c3=O)c(Cl)c2)cc1Cl,0.48
Cc1ccc2ccccc2n1,0.48
CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,0.43
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,0.4
CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,0.38
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.34
CC(C)c1cc2ccccc2c(S(=O)(=O)O)c1C(C)C,0.33
CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1,0.29
O=Cc1ccc(Cl)cc1,0.24
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,0.24
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,0.23
O=C1C(=NNc2cc(Cl)cc(S(=O)(=O)O)c2O)C=Cc2c(O)cccc21,0.2
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0.1
C=CC(N)=O,0.09
CCCCCCCCCCCCOS(=O)(=O)O,-0.03
O=S(=O)(O)c1ccc2cc(O)c(S(=O)(=O)O)cc2c1,-0.08
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,-0.19
CCCCOCCO,-0.22
CC(C)OC(=O)C(Cl)(Cl)C(=O)OC(C)C,-0.22
CCCCCCO,-0.27
CCCCc1ccc2ccccc2c1S(=O)(=O)O,-0.36
CCCCO,-0.4
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,-0.43
OCCO,-0.5
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1=O,-0.78
CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,-0.81
O=[N+]([O-])c1cccc(Cl)c1Cl,1.6
CC(C)OC(=O)C(Cl)C(=O)OC(C)C,-0.64
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,5.97
Clc1cc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,5.93
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,5.88
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl,5.84
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,5.82
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,5.77
Clc1cc(Cl)c(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,5.54
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,5.08
Clc1cc(Cl)c(-c2ccccc2Cl)cc1Cl,5
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,4.83
Brc1ccc(Br)c(-c2cc(Br)ccc2Br)c1,4.8
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,4.77
Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,4.53
Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,4.5
Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1,4.4
