SMILES,SM1_Dz(p),SpMaxA_B(s),P_VSA_v_3,P_VSA_p_2,MLOGP2,LOGP99,ESOL,BLTA96,logBCF
Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-2.104134154,0.558514909,36.47676927,155.5172736,3.055456806,2.56341999,-2.631227311,-2.977986501,-0.15490196
O=P(OCC)(OCC)OCC,-1.664834776,0.672447859,56.81624395,41.0281086,1.832542776,2.203999996,-1.530897739,-2.583714437,0.01
O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,-2.50256646,0.228582867,120.6231638,313.3511988,0.885882384,3.541599995,-4.346451123,-2.171213251,-0.72
OC(=O)Cc1cccc2ccccc12,-1.223775432,0.534042789,78.10964224,67.82827019,7.785166781,2.466900036,-3.013907138,-4.020191173,-0.229147988
Nc1c(cc(cc1Cl)c1cc(c(c(c1)Cl)N)S(=O)(=O)O)S(=O)(=O)O,-2.107591585,0.323823464,140.86765,232.6124591,1.007954377,2.318200043,-3.452673577,-2.233969311,-0.1
N#CNC(=N)N,-1.223775432,1.137313601,18.07201174,113.6392603,0.8451271,-1.049449991,0.155557136,-0.310692054,-0.52
O=C1C=CC=C2C(=O)C(NNc3cc(Cl)cc(S(=O)(=O)O)c3O)=CC=C12,-2.176364057,0.298774394,134.0243395,212.1586964,0.778347022,1.667100045,-2.929084304,-2.112239776,-0.017728767
O=S(CC)CCSP(OCC)(OCC)=S,-1.066605493,0.492943679,134.8405725,35.99973654,0.505280254,2.785699978,-2.131425625,-1.940830679,0
c1ccc2cc(SSc3ccc4ccccc4c3)ccc2c1,0.580090458,0.214685773,206.424289,0,37.04703083,6.792399958,-6.466354867,-7.316627213,0
S=C1NCCN1,-0.59161267,0.798487153,49.68795926,36.02150137,0.44210616,-0.535899937,-0.40951102,-0.565089359,-0.29
CCN(CCO)CCO,-1.386294361,0.696525046,15.14231729,88.49100022,0.016758631,-0.707099922,-0.064973397,-1.100544867,0.04
CC(=O)Nc1ccc(N)cc1,-1.223775432,0.675498706,56.9483392,76.05286519,1.123033051,1.227200039,-1.642480378,-2.289732538,-0.15
CO[P](=O)(OC)OC,-1.664834776,0.924699151,49.21264874,41.0281086,0.012877432,1.033699989,-0.778653287,-1.343478772,-0.397940009
O=[PH](O)c1ccccc1,-1.059455573,0.824591831,67.82635536,57.39506826,1.813781942,0.778899975,-1.592379411,-2.576767219,-0.07
C1CN2C=CC=CC2=C3N1C=CC=C3,-0.78845736,0.328711353,84.67722878,6.248627788,4.860726386,1.908790089,-2.586942973,-3.43470551,0.146128036
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,-2.564949357,0.226043766,83.7085072,350.0179253,2.55640964,-1.870399877,-1.369319709,0.368877619,-0.43
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,-2.139089216,0.391345373,106.611506,106.3961082,0.296049669,2.005399995,-1.660057698,-1.774104465,-0.19
C1COCCO1,-1.223775432,0.750444494,18.36953953,21.99977578,0.223565937,0.033200011,-0.420456418,-0.757172402,-0.29
COP(=O)(OC)OC=C(Cl)Cl,-1.589112749,0.672500061,131.9766182,41.0281086,1.55315096,2.680399939,-1.997828724,-2.476254773,-0.2
N=C(N)N,-1.029619417,1.453922586,1.899092759,97.46634128,2.124508151,-1.161430068,0.440291245,0.227569261,-1
OC(=O)c1c(Cl)ccc(Cl)c1Cl,-1.037410417,0.62318974,150.9956962,67.82827019,11.95849913,3.344999962,-3.86690338,-4.688106293,-0.397940009
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-0.78845736,0.333552857,97.25857383,3.798185518,2.516002437,1.002600059,-2.291851057,-2.816191173,-0.52
Nc1c(N=Nc2ccc(S(=O)(=O)CCOS(=O)(=O)O)cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)O)cc3)c(O)c12,-3.196278416,0.13901987,151.735005,581.5854603,0.04719701,2.638000016,-4.969094057,-1.447248728,0.04
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,-2.34313185,0.308687326,107.7908389,201.3749187,1.452428567,0.547120023,-2.586425501,-2.435167443,-0.1
Cc1cc(=O)nc(C(C)C)[nH]1,-1.223775432,0.675586268,45.7411779,59.94120726,2.917597967,1.074500076,-1.763319767,-2.938097763,-0.38
O=c1ccc(=O)[nH][nH]1,-1.526056303,0.929694364,28.36179482,86.0663112,0.093410164,-1.296399906,-0.122581572,-0.924369236,-0.7
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,-1.945910149,0.651541649,43.418485,112.8339304,3.55662235,2.549399972,-2.456735344,-3.115900939,-0.4
O=C(O)C1CCC(C)CC1(C(=O)O),-1.757857918,0.575486453,18.24854843,135.6565404,1.09455225,1.208000064,-1.795345051,-2.276208512,0.11
O=C(O)c1c2ncc(cc2(ccc1Cl))Cl,-1.284981199,0.498552089,131.5872145,84.61379974,7.608831336,3.239799984,-3.734263811,-3.988411017,-0.1
COCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,-2.028148247,0.339925824,77.54506464,155.5548949,1.924724487,1.217300102,-2.392356416,-2.617344401,-1
CC(C)(C)c1cc(Cn2c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2=O)cc(C(C)(C)C)c1O,-2.302585093,0.130872938,263.5259168,212.8577523,40.47475339,11.76840026,-10.72291437,-7.591977161,-0.22
CC(C)C(O)C(C)(C)CO,-1.223775432,0.628337878,35.30081705,85.36668632,1.940645413,1.021800071,-1.476428792,-2.623070498,-1
O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2CCC(F)(F)F,-2.697029698,0.304010029,93.87418519,165.2301038,7.522926193,2.19391996,-3.937486345,-3.972795325,-0.89
CCN=C=NCCCN(C)C,-1.029619417,0.450536544,50.02991117,36.69537299,1.247310765,1.13190005,-1.219661508,-2.346830679,-0.32
O=S(=O)(O)c1ccc2cc(O)c(S(=O)(=O)O)cc2c1,-2.153365568,0.40904413,58.30668003,209.5014273,0.202826701,1.038800015,-2.320121621,-1.680362855,-0.08
C=CCO[P](=O)(OCC=C)OCC=C,-1.664834776,0.528352013,106.0701336,41.0281086,4.256424402,2.702300027,-1.912450072,-3.293110371,-0.045757491
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(c1)C(=O)OCC(CC)CCCC,-2.104134154,0.190757345,156.7022198,108.4344448,43.92309671,8.806200117,-6.981584245,-7.857450242,-0.638272164
CCCCCCCC/C=C/CCCCCCCCC(CC(O)=O)C(O)=O,-1.757857918,0.28774187,70.14995598,135.6565404,30.8325099,6.589500099,-4.877993036,-6.782702936,-0.397940009
O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,-2.302585093,0.414426837,19.14458064,212.8577523,1.539133586,-1.757099837,0.055981112,0.010618228,-0.8
O=C1N(C(=O)N(C(=O)N1CCO)CCO)CCO,-2.302585093,0.414426837,19.14458064,212.8577523,1.539133586,-1.757099837,0.055981112,0.010618228,-0.05
O=C(OCC)CC(C(=O)OCC)SP(=O)(OC)OC,-2.139089216,0.391345373,106.611506,106.3961082,0.296049669,2.005399995,-1.660057698,-1.774104465,0.05
N#Cc1ccccc1C#N,-0.78845736,0.683109119,77.47963255,62.11871154,1.970107675,1.429960005,-2.077849161,-2.633605242,0
C(=NC1CCCCC1)=NC1CCCCC1,-0.78845736,0.330892756,40.90562581,33.5710591,9.153804783,3.82570003,-3.623475248,-4.255525538,0.09
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,-2.734367509,0.391302394,6.707507779,237.1849395,5.555880444,-0.102399945,-2.144977051,-3.587091522,-0.3
CCO[Si](CCCN)(OCC)OCC,-1.510081558,0.335389078,44.89300352,32.89718747,0.004444646,1.383599982,-1.2218077,-1.296668175,-0.28
Cc1ccc(N)c(S(=O)(=O)O)c1,-1.570052386,0.647331551,46.08602614,116.3062295,0.415341954,0.823920067,-1.733928302,-1.874470289,-0.4
CC(=O)CC(=O)Nc1ccc(cc1C)c2ccc(NC(=O)CC(C)=O)c(C)c2,-1.945910149,0.265892888,135.1594148,136.6012095,5.014851661,3.805639997,-3.68778606,-3.469386447,-0.698970004
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,-1.757857918,0.226613355,169.2845531,83.58424427,19.75201279,6.924700044,-6.258552138,-5.67432366,-0.7
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OP(=O)([O-])Oc1c(cc(C(C)(C)C)cc1C(C)(C)C)C2,-1.664834776,0.222436954,191.9965984,56.54024352,44.77004534,7.707000054,-7.927444403,-7.921042171,0.24
O=S(=O)(O)c7cccc6c7(cc(N=Nc1ccc(cc1C)Nc2nc(nc(n2)NCCO)Nc5ccc(N=Nc4cc3c(cccc3S(=O)(=O)O)c(c4)S(=O)(=O)O)c(c5)C)cc6S(=O)(=O)O),-3.045835861,0.117873587,221.8358713,547.3603818,3.082286465,7.503839923,-8.472939236,-2.985644174,0.5
n1c(nc(nc1NCC)SC)NCC,-1.282848678,0.360070094,65.76298633,86.37809001,5.164726748,1.457099922,-2.409980872,-3.502603518,0.31
CCCCC(CC)COP(=O)(O)CC(CC)CCCC,-1.407272768,0.371515816,68.12747424,64.31669851,14.93283074,5.621200047,-3.971619497,-5.094302103,0.4
c1cccc2ncccc12,-0.470003629,0.485624809,70.62200629,16.78552955,4.266714144,2.234799989,-2.677283868,-3.29560261,0.49
CC(C)c1ccc2c(C(C)C)cc(S(=O)(=O)O)cc2c1,-1.436726034,0.388398922,97.08889003,83.40904206,12.88470427,4.333300057,-4.481093599,-4.819527026,0.176091259
CC1=NN(C(=O)C1)c2cc(Cl)c(cc2Cl)[S](O)(=O)=O,-1.828011035,0.408842817,128.7186341,128.2187683,3.2803157,2.352699968,-3.173513633,-3.041164184,0.447158031
N#Cc1c(cccc1)C#N,-0.78845736,0.683109119,77.47963255,62.11871154,1.970107675,1.429960005,-2.077849161,-2.633605242,0.55
CC1CCC(C(=O)O)C(C(=O)O)C1,-1.757857918,0.575486453,18.24854843,135.6565404,1.09455225,1.208000064,-1.795345051,-2.276208512,0.38
O=NN(O)C1CCCCC1,-1.526056303,0.753194906,12.6726587,87.34022313,0.924894658,1.691700034,-1.653766881,-2.191714437,0.29
O=P(OCC(CBr)Br)(OCC(CBr)Br)OCC(CBr)Br,-1.010436598,0.369845861,313.2773765,41.0281086,22.61258795,5.619500056,-6.802204022,-5.985269493,0.45
CNc1ccc(cc1)C(O)=O,-1.386294361,0.679839565,53.15356374,85.83902088,2.148371872,1.426500008,-1.928811171,-2.695732538,0.380211242
CCOc1ccc(N)cc1,-1.029619417,0.483083186,59.32275469,43.89707536,2.496014238,1.667500041,-1.988148501,-2.809877919,0.52
OS(=O)(=O)c1c(c2c(c(c1)N)C(=O)c1c(c(cc(c1O)S(=O)(=O)O)N)C2=O)O,-2.596284028,0.277571804,53.25475842,368.2689994,2.368681174,-0.468999841,-1.838660075,0.309052037,0.31
CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,-1.85629799,0.3561127,73.42935836,144.555007,4.607376167,1.633300103,-2.93658028,-3.376479948,0.2
CCN(CC)C(=O)c1cccc(C)c1,-1.029619417,0.530523664,79.6678112,28.26924093,7.95585748,2.477020055,-2.854807314,-4.050612962,0.38
O=S(=O)(O)c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)O)cc2)cc1,-2.003343128,0.215881532,214.4179131,166.8180841,20.71697284,6.187799982,-6.422163716,-5.781590144,0.36
ON(C1CCCCC1)N=O,-1.526056303,0.753194906,12.6726587,87.34022313,0.924894658,1.691700034,-1.653766881,-2.191714437,0.45
CC1OC(OC(O1)C)C,-1.526056303,0.535163205,27.5543093,32.99966366,0.485174752,1.087800018,-1.28026205,-1.926544867,0.28
Cc1cccc(C)c1N,-0.470003629,0.534170118,55.2070484,32.89718747,4.807788676,1.885640077,-2.458223443,-3.422667024,0.45
CC(COCC(C)OC(C)COCC(C)OC(C)CO)OCC(O)COCC(C)OCC(C)OC(C)COCC(C)OC(C)CO,-2.809402695,0.136357079,134.1758914,238.0489084,1.284632156,2.382900171,-1.425834838,-0.096583856,0.34
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-2.104134154,0.459953704,47.83650527,155.5172736,7.301368541,3.7685,-3.423311135,-3.932104465,0.34
CC(Cc1ccc(C(C)(C)C)cc1)C(=O)O,-1.223775432,0.467294225,83.02136305,67.82827019,12.20800838,3.247300059,-3.557011566,-4.723996048,0.35
Nc1ccccc1,-0.470003629,0.683897802,50.13798492,32.89718747,2.267799711,1.268800043,-1.837066414,-2.735921549,0.26
CC(C)(C)c1ccc(C(=O)O)cc1,-1.223775432,0.575248965,71.66162705,67.82827019,8.67639613,2.682300046,-3.059813586,-4.175572292,0.21
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,-1.628965992,0.391910726,153.2707844,67.25742847,1.040147264,2.490600001,-2.844842398,-2.249876102,0.23
CC(COCC(C)O)O,-1.526056303,0.697380364,26.83517829,96.36657421,0.016758631,-0.235399939,-0.31157346,-1.100544867,0.56
OS(=O)(=O)c1c(ccc(c1)N)C=Cc1c(cc(cc1)N)S(=O)(=O)O,-2.153365568,0.323821761,93.47413869,232.6124591,0.867659475,1.514800123,-2.693833759,-2.161482407,0.28
CC(CO)(CO)C,-1.223775432,0.897311516,17.65040852,85.36668632,0.107985507,-0.002799943,-0.55827747,-1.558611484,0.42
CC(CCl)OP(=O)(OCCOCCOP(=O)(OC(C)CCl)OC(C)CCl)OC(C)CCl,-2.302465086,0.238681184,254.7901391,93.05610508,13.96937108,5.827999897,-4.829292895,-4.967562185,0.53
CCC(CO)(CO)CO,-1.526056303,0.699300477,11.359736,128.0500295,0.016758631,-0.640299924,-0.138235397,-1.100544867,0.41
O=C(O)C(Br)C(Br)C(=O)O,-1.600195331,0.748162773,93.72793614,135.6565404,0.620118265,0.682600066,-2.026309836,-2.017475882,0.43
N#Cc1cccc(C#N)c1,-0.78845736,0.682462149,77.47963255,62.11871154,1.970107675,1.429960005,-2.077849161,-2.633605242,0.4
Cc1cc(NC(=O)Nc2ccc(N=Nc3cc(S(=O)(=O)O)c4cccc(S(=O)(=O)O)c4c3)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1,-2.924644352,0.134132366,218.3087112,461.4546264,2.019223092,8.07143998,-8.043161232,-2.650993699,0.4
Cc1ccc(N)cc1C,-0.470003629,0.533054072,55.2070484,32.89718747,4.807788676,1.885640077,-2.458223443,-3.422667024,0.42
NCC1CCC(C(=O)O)CC1,-1.386294361,0.679688674,13.15370577,100.7254577,0.692707213,0.836099997,-1.345443298,-2.062290342,0.51
COc1ccc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccccc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,-2.323818069,0.161861379,298.293502,214.2531271,7.304743879,8.028999865,-7.187957914,-3.932728969,0.49
CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1C,-2.198845485,0.161923957,302.2258225,205.7036815,12.9980699,7.268439904,-7.05687895,-4.835283609,0.49
NC(=O)c1[nH]cnc1N,-1.526056303,0.826573126,18.40791032,124.5103611,0.031079778,-1.391099989,-0.28641279,-1.053705422,0.2
OC(C(F)(F)F)C(F)(F)F,-2.711869565,0.852660189,15.51903207,42.68334316,2.518931256,1.471899964,-2.15986426,-2.817114128,0.3
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-1.757857918,0.438851093,75.61167073,111.4562825,0.606711337,0.700400099,-2.031885471,-2.008916772,0.2
OC(=O)Cc1c2c(ccc1)cccc2,-1.223775432,0.534042789,78.10964224,67.82827019,7.785166781,2.466900036,-3.013907138,-4.020191173,0.29
COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,-1.740220531,0.428734789,135.0549457,65.07784283,2.372863283,2.294619977,-2.969740758,-2.770410102,0.48
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,-2.19799095,0.27739291,83.01805641,155.6986719,9.046869269,4.152100075,-3.638631541,-4.237801401,0.46
CC(=O)C=Cc1ccccc1,-0.78845736,0.675410542,83.47798886,25.14492703,5.612103886,2.288800016,-2.456572991,-3.598987946,0.23
OP(O)c1ccccc1,-1.059455573,0.719024517,61.75678789,74.26370085,1.063234117,0.60839998,-1.435018434,-2.261132444,0.36
Nc1ccc([N+](=O)[O-])cc1,-1.526056303,0.781490658,43.418485,89.31415269,1.815815156,1.700200036,-1.946277398,-2.577521857,0.5
O=S(=O)(O)c1ccc2c(ccc3nn(-c4ccc(N=Nc5ccc(C=Cc6ccc(-n7nc8cc(S(=O)(=O)O)c9ccccc9c8n7)cc6S(=O)(=O)O)c(S(=O)(=O)O)c5)cc4)nc32)c1,-2.924644352,0.121553295,256.3030178,436.9223099,9.02556945,7.033399938,-8.789240031,-4.234258552,0.52
c1ccc2cc(ccc2(c1))SSc3ccc4ccccc4(c3),0.580090458,0.214685773,206.424289,0,37.04703083,6.792399958,-6.466354867,-7.316627213,0.38
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-1.548987026,0.616095618,153.8801541,76.7898215,0.239057968,2.16089993,-2.085852407,-1.718935546,0.4
NC(=N)NC#N,-1.223775432,1.137313601,18.07201174,113.6392603,0.8451271,-1.049449991,0.155557136,-0.310692054,0.24
Cc1ccccc1S(N)(=O)=O,-1.282848678,0.702616232,57.27393952,75.6043863,0.605752011,0.642419952,-1.785928825,-2.00830072,0.26
O=[N+](c1cccc(c1)N)[O-],-1.526056303,0.781490831,43.418485,89.31415269,1.815815156,1.700200036,-1.946277398,-2.577521857,0.51
ClCC(Cl)C=C,0.325988907,0.790039241,106.3900189,0,6.047242295,2.018599972,-2.238437262,-3.689114128,0.324282455
O=C(ON=C2C=CC(=NOC(=O)c1ccccc1)C=C2)c3ccccc3,-1.945910149,0.285959087,158.9347706,111.5271054,17.92625468,3.538400039,-4.408802365,-5.463940797,0.43
CCNc1nc(Cl)nc(NC(C)C)n1,-1.336920277,0.369343187,74.17109844,86.37809001,6.707125062,1.777099922,-2.710981317,-3.819811781,0.56
CC(=NO)CC,-1.029619417,1.068625632,22.94168782,56.05314584,0.343598085,1.24650003,-1.018755089,-1.816172402,0.44
NS(=O)(=O)c1ccccc1,-1.282848678,0.772879063,54.73940778,75.6043863,0.180692676,0.333999935,-1.457324002,-1.655079611,0.52
O=S(=O)(O)c2cccc1ccc(cc12)CCCC,-1.436726034,0.431554327,84.50754499,83.40904206,9.511047483,3.429100032,-3.784676955,-4.313998619,0.18
OCCN(CCO)CCO,-1.648658626,0.627101722,6.317113026,131.1743434,0.878504227,-1.734699905,0.569093105,-0.292714437,0.35
O=S(=O)(c1c(ccc(c1)[N+](=O)[O-])Cl)O,-1.947936666,0.558237103,76.72449752,139.8260073,2.104963896,2.018099967,-2.56092969,-2.680849371,0.48
Cc1ccc2ccccc2n1,-0.470003629,0.442412881,73.15653803,16.78552955,5.612103886,2.543220006,-2.933187821,-3.598987946,0.48
CN(C)c1cccc(C(=O)O)c1,-1.386294361,0.623186341,61.5499406,70.95258409,3.178877901,1.450800024,-2.156178844,-3.012940801,0.46
NC(Nc1ccccc1)=Nc2ccccc2,-1.029619417,0.308539073,102.1750626,67.6934677,9.53839967,2.744899914,-3.359713313,-4.318429968,0.301029996
CC(C)(C)c1nn(-c2nc(O)nc(-n3nc(C(C)(C)C)c(N=Nc4c(C#N)cnn4-c4cc(C(=O)O)cc(C(=O)O)c4)c3N)n2)c(N)c1N=Nc1c(C#N)cnn1-c1cc(C(=O)O)cc(C(=O)O)c1,-3.144152279,0.108499297,213.5103424,632.6764411,9.523956315,5.44636003,-8.255512523,-4.316090782,0.4
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,-0.78845736,0.335718345,84.67722878,3.798185518,4.503695374,0.94220005,-2.646041989,-3.352191173,0.15
OS(=O)(=O)c1c(c(cc(c1)Cl)N=Nc1c(c2cccc(c2cc1)O)O)O,-2.176364057,0.298773243,122.5321637,244.7850864,1.623687007,4.27209996,-4.553993638,-2.504239776,0.58
O=C(NCCNC(=O)CCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC,-1.526056303,0.176875184,112.3761327,86.31135543,62.75907273,11.74180017,-7.804761543,-9.152062404,0.32
SC1=Nc2c(cccc2)N1,-0.59161267,0.499681164,81.44997202,33.5710591,2.889960315,1.369699985,-2.533570363,-2.929988328,0.41
OCc1ccc(Cl)c(Cl)c1,-0.595865058,0.626878509,116.9128186,42.68334316,7.716591112,2.485699981,-3.056915145,-4.007875287,0.47
OCc1c(Cl)cccc1Cl,-0.595865058,0.626901005,116.9128186,42.68334316,7.716591112,2.485699981,-3.056915145,-4.007875287,0.39
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,-2.153365568,0.323821761,93.47413869,232.6124591,0.867659475,1.514800123,-2.693833759,-2.161482407,0.28
O=C1NC(=O)CC(C1)CC(O)C2C(=O)C(C)CC(C)C2,-1.85629799,0.372201457,44.86584442,136.1288749,1.034744801,1.041500114,-2.102131394,-2.247224066,0.21
O=C1C(C(=O)CC(C1)CC(C)SCC)=C(NOCC=CCl)CC,-1.529138505,0.323525241,148.9508043,82.13370086,5.97661524,4.004100055,-3.348755783,-3.674711689,0.32
N#Cc1ccc(C#N)cc1,-0.78845736,0.682329645,77.47963255,62.11871154,1.970107675,1.429960005,-2.077849161,-2.633605242,0.24
O=Cc1ccc(Cl)cc1,-0.696790535,0.826376991,95.16396529,25.14492703,5.618330617,2.152499989,-2.62307388,-3.600301799,0.24
N#Cc1ccc(cc1)C#N,-0.78845736,0.682329645,77.47963255,62.11871154,1.970107675,1.429960005,-2.077849161,-2.633605242,0.23
Oc1c(cc2c(c1)cccc2)C(=O)O,-1.526056303,0.534169886,66.09886303,110.5116134,7.400414826,2.243600033,-2.988009586,-3.950370347,0.46
CC(C)(O)C(Cl)(Cl)Cl,-0.483598302,0.786285658,135.0963407,42.68334316,3.764900832,2.127499953,-2.481275207,-3.170335237,0.3
CC(c1ccc(cc1)C(=O)O)(C)C,-1.223775432,0.575248965,71.66162705,67.82827019,8.67639613,2.682300046,-3.059813586,-4.175572292,0.5
CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,-2.198845485,0.169283981,297.156759,205.7036815,10.53130068,6.651599869,-6.446752482,-4.475196556,0.49
N1C(C)CCCC1C,-0.470003629,0.494029119,25.25400374,18.01075068,2.397342006,1.536900058,-1.784011632,-2.778335237,0.45
S=C1Nc2ccccc2N1,-0.59161267,0.487402333,88.89503557,36.02150137,1.674405793,1.808899939,-2.273604152,-2.523988328,0.544068044
CC(O)COCC(C)O,-1.526056303,0.697380364,26.83517829,96.36657421,0.016758631,-0.235399939,-0.31157346,-1.100544867,0.45
CCC(C)c1ccccc1OC(=O)NC,-1.386294361,0.495600439,81.67781315,54.1555656,5.716081504,2.918300055,-3.031224735,-3.620832806,0.46
O=C1CCCCCCCCCCCN1,-1.029619417,0.530485362,32.15567167,43.15567772,6.027863491,3.017200068,-3.26259752,-3.685170766,0.16
C[n+]1ccc(cc1)c1cc[n+](cc1)C,-0.78845736,0.333552857,97.25857383,3.798185518,2.516002437,1.002600059,-2.291851057,-2.816191173,0.28
COC(=O)c1ccc(OC(=O)c2cc(OC)c(OC)cc2OC)cc1,-2.240709689,0.297391606,142.1172377,105.2892935,4.310599958,2.718199991,-3.336801103,-3.306198439,0.26
CCN(CC)CC,-0.470003629,0.545735702,32.79272581,3.124313894,2.518931256,1.348100044,-1.356449878,-2.817114128,0.45
O=S(=O)(CC)CCSP(OCC)(OCC)=S,-1.412327538,0.481938982,121.7537824,58.15621258,0.382254494,2.451799973,-2.150978437,-1.848267332,0.52
Nc1cccc2c(N)cccc12,-0.78845736,0.411936622,67.51690871,65.79437494,4.097380947,2.004200116,-2.545779225,-3.254198841,0.27
O=S(=O)(O)c1cc(O)c2c(N)cc(cc2(c1))S(=O)(=O)O,-2.22070236,0.388589241,51.58718011,242.3986147,0.231393243,0.621000073,-2.137788037,-1.711033515,0.46
Cc1ccccc1N,-0.470003629,0.599698735,52.67251666,32.89718747,3.456411422,1.57722006,-2.145316042,-3.089142658,0.54
CC(C)(C)c1ccc(cc1)C(O)=O,-1.223775432,0.575248965,71.66162705,67.82827019,8.67639613,2.682300046,-3.059813586,-4.175572292,0.301029996
CC1(C)CC(=CC(=O)C1)C,-0.78845736,0.742595755,49.33997602,25.14492703,3.789283497,2.321800038,-2.346333907,-3.176608203,0.35
CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1,-3.09105609,0.198489419,164.1825447,139.9945865,27.10240035,8.334899947,-7.728042996,-6.435996576,0.29
O=C(ON=C1C=CC(=NOC(=O)c2ccccc2)C=C1)c1ccccc1,-1.945910149,0.285959087,158.9347706,111.5271054,17.92625468,3.538400039,-4.408802365,-5.463940797,0.43
Nc1nccs1,-0.59161267,0.824716787,48.47492802,49.68271702,0.009676717,0.725300059,-1.141135217,-1.131629696,0.18
OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-2.962340937,0.603270532,13.58696421,42.68334316,6.71363269,2.149699949,-2.620287821,-3.821067867,0.48
CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,-0.470003629,0.158612967,140.8284777,18.01075068,63.48555997,9.23620002,-7.44067065,-9.197782626,0.43
O=C(Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1)C(Oc2ccc(cc2C(C)(C)CC)C(C)(C)CC)CC,-3.09105609,0.198489419,164.1825447,139.9945865,27.10240035,8.334899947,-7.728042996,-6.435996576,0.49
Cc1cc(Cl)ccc1OC(C)C(=O)O,-1.483262257,0.534069196,98.06727906,78.82815808,5.653895443,2.500320002,-3.032878018,-3.607792136,0.48
COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl,-2.597431441,0.137882519,384.5902223,247.2527908,2.088487908,9.361599818,-8.12523621,-2.675160167,0.49
COC(C)(C)C,-0.78845736,0.7542999,37.35867019,10.99988789,1.462649784,1.431300022,-1.321025141,-2.439400589,0.18
Nc1nc(nc(n1)N)N,-1.526056303,0.585925448,5.697278277,149.0481511,0.000413501,-1.381799877,-0.575411729,-1.209665274,0.33
O=S(=O)(c1cc(cc2c1cc(cc2)O)S(=O)(=O)O)O,-2.153365568,0.409087811,58.30668003,209.5014273,0.202826701,1.038800015,-2.320121621,-1.680362855,0.5
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(CC)Cc3cccc(S(=O)(=O)O)c3)cc2)cc1,-2.22070236,0.155435445,266.7793565,176.1910258,23.00982127,7.318190007,-7.36800074,-6.026855352,0.15
